,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription
656,#657,62,Female,Urban,41778,Fashion,20,1,22,3018,Books,391,23,False
657,#658,49,Male,Suburban,44264,Sports,15,0,87,2642,Books,126,21,True
658,#659,62,Male,Suburban,79675,Sports,5,8,135,2103,Books,494,11,False
659,#660,64,Male,Urban,25075,Food,20,9,107,1637,Health & Beauty,47,39,True
660,#661,38,Female,Suburban,95948,Travel,3,9,35,854,Health & Beauty,476,41,True
661,#662,33,Female,Urban,68454,Technology,5,8,158,3468,Health & Beauty,464,4,False
662,#663,38,Male,Rural,48365,Food,25,6,165,2358,Electronics,123,25,False
663,#664,28,Male,Suburban,92766,Technology,8,1,57,3765,Apparel,474,32,False
664,#665,54,Female,Urban,68200,Travel,8,5,177,4335,Books,134,30,False
665,#666,53,Male,Suburban,31002,Sports,8,3,75,640,Electronics,562,45,True
666,#667,52,Male,Urban,33947,Technology,12,0,96,369,Books,23,26,True
667,#668,36,Female,Urban,99222,Fashion,24,0,88,3560,Electronics,566,36,False
668,#669,37,Male,Suburban,114840,Fashion,23,4,32,3508,Health & Beauty,235,34,True
669,#670,35,Female,Rural,136219,Food,8,1,90,605,Books,59,9,False
670,#671,64,Male,Urban,98610,Travel,11,3,57,1229,Health & Beauty,164,12,False
671,#672,58,Female,Urban,72142,Food,14,0,133,2179,Books,216,2,False
672,#673,31,Male,Urban,76307,Food,8,3,139,3245,Home & Kitchen,183,38,False
673,#674,32,Male,Rural,24493,Food,29,5,93,3342,Electronics,569,5,True
674,#675,48,Female,Rural,144023,Fashion,24,9,29,461,Home & Kitchen,90,5,True
675,#676,18,Male,Suburban,70085,Fashion,28,3,196,3820,Electronics,311,22,False
676,#677,20,Female,Rural,54228,Food,10,0,55,1556,Apparel,557,5,False
677,#678,33,Male,Suburban,99676,Fashion,7,6,140,4167,Books,257,4,True
678,#679,40,Female,Suburban,71875,Travel,28,1,192,4295,Apparel,533,9,True
679,#680,28,Female,Rural,51655,Food,17,8,21,1781,Apparel,533,29,True
680,#681,29,Female,Suburban,63472,Fashion,4,2,49,1152,Electronics,52,22,False
681,#682,27,Female,Rural,69437,Technology,29,7,75,2609,Home & Kitchen,338,27,True
682,#683,49,Male,Suburban,69416,Food,13,7,109,4827,Health & Beauty,171,10,False
683,#684,33,Male,Rural,79711,Food,4,2,87,781,Electronics,67,16,False
684,#685,25,Female,Rural,26816,Travel,5,3,25,4032,Health & Beauty,300,42,True
685,#686,55,Female,Suburban,97175,Sports,26,1,92,2229,Apparel,232,42,False
686,#687,29,Female,Urban,84307,Sports,22,3,171,4949,Health & Beauty,68,10,True
687,#688,41,Male,Suburban,132728,Travel,4,8,53,4116,Home & Kitchen,506,6,False
688,#689,45,Male,Rural,66733,Travel,18,1,143,3402,Electronics,28,49,False
689,#690,25,Male,Urban,148202,Travel,6,2,109,819,Home & Kitchen,51,5,False
690,#691,45,Male,Suburban,115028,Sports,24,3,31,174,Home & Kitchen,260,6,False
691,#692,53,Female,Suburban,136450,Travel,24,4,27,1393,Electronics,591,47,False
692,#693,43,Female,Suburban,31240,Fashion,23,0,21,2022,Home & Kitchen,586,25,False
693,#694,25,Female,Urban,118234,Food,22,6,189,4257,Books,184,4,True
694,#695,45,Male,Rural,112493,Food,2,9,132,419,Books,23,40,True
695,#696,45,Male,Suburban,145149,Technology,23,6,126,2249,Books,129,48,False
696,#697,54,Male,Suburban,118344,Technology,11,8,60,1552,Health & Beauty,291,32,True
697,#698,58,Female,Suburban,91363,Food,28,3,80,1655,Home & Kitchen,501,35,False
698,#699,53,Female,Suburban,52762,Fashion,14,5,57,4307,Electronics,186,10,True
699,#700,44,Male,Suburban,28259,Sports,5,1,28,3132,Electronics,479,34,True
700,#701,34,Female,Rural,70139,Sports,6,3,15,560,Health & Beauty,571,36,False
701,#702,26,Male,Rural,148775,Fashion,10,1,93,986,Electronics,492,6,True
702,#703,50,Male,Suburban,34849,Sports,8,9,164,3633,Books,513,43,False
703,#704,37,Female,Urban,101768,Travel,14,4,62,4036,Home & Kitchen,67,46,True
704,#705,30,Male,Rural,126108,Food,24,6,116,1215,Electronics,467,16,False
705,#706,45,Female,Urban,109709,Food,3,0,110,1175,Electronics,285,19,True
706,#707,46,Male,Rural,74869,Fashion,12,9,57,3976,Apparel,417,34,False
707,#708,30,Female,Suburban,146888,Sports,16,9,144,4715,Apparel,100,25,True
708,#709,63,Female,Rural,83095,Technology,28,6,196,2024,Apparel,189,31,False
709,#710,52,Female,Suburban,137886,Technology,23,9,78,1026,Home & Kitchen,388,49,True
710,#711,23,Male,Rural,90910,Sports,17,5,20,4752,Books,241,41,False
711,#712,35,Male,Suburban,106710,Technology,1,5,152,2381,Books,417,17,True
712,#713,22,Female,Suburban,43567,Fashion,23,7,140,1155,Books,176,47,False
713,#714,64,Female,Suburban,55292,Fashion,10,7,131,4774,Home & Kitchen,387,30,True
714,#715,42,Male,Suburban,94813,Sports,25,5,78,641,Home & Kitchen,471,39,False
715,#716,19,Male,Urban,117136,Technology,23,2,32,2261,Apparel,233,31,False
716,#717,27,Male,Suburban,71631,Fashion,10,4,190,2351,Electronics,452,19,False
717,#718,47,Female,Urban,29885,Fashion,21,1,46,1152,Health & Beauty,277,35,False
718,#719,62,Male,Urban,79659,Travel,24,4,18,4669,Health & Beauty,229,29,True
719,#720,22,Male,Suburban,74306,Travel,2,8,24,2844,Electronics,171,1,True
720,#721,50,Female,Urban,86314,Fashion,9,9,140,3969,Apparel,213,4,True
721,#722,18,Male,Rural,85087,Sports,22,0,102,4581,Electronics,282,28,False
722,#723,35,Male,Suburban,49165,Food,13,9,26,4257,Electronics,41,18,False
723,#724,49,Male,Urban,78929,Food,25,4,163,4710,Health & Beauty,122,26,False
724,#725,64,Female,Suburban,87028,Fashion,16,5,158,4625,Apparel,227,40,False
725,#726,28,Female,Suburban,115998,Fashion,18,6,81,4775,Home & Kitchen,294,19,False
726,#727,38,Female,Suburban,69812,Fashion,19,8,158,1660,Health & Beauty,267,6,True
727,#728,43,Female,Urban,70500,Sports,12,5,130,3862,Home & Kitchen,541,1,True
728,#729,42,Female,Rural,99151,Travel,8,4,20,1264,Apparel,451,8,True
729,#730,39,Female,Rural,78643,Fashion,17,6,175,2822,Electronics,449,33,False
730,#731,44,Female,Urban,64900,Fashion,15,0,81,2458,Books,61,43,False
731,#732,30,Male,Suburban,62946,Technology,10,4,115,570,Books,502,21,False
732,#733,50,Male,Urban,27851,Sports,15,1,134,1516,Apparel,147,24,False
733,#734,51,Female,Urban,36288,Fashion,15,3,44,1568,Books,334,25,False
734,#735,58,Male,Urban,92692,Technology,23,6,128,908,Home & Kitchen,142,47,False
735,#736,52,Male,Suburban,87580,Food,7,4,23,271,Books,44,43,False
736,#737,18,Female,Urban,27368,Fashion,13,5,23,4226,Apparel,144,19,True
737,#738,38,Male,Suburban,105436,Fashion,17,1,19,4242,Apparel,333,29,True
738,#739,23,Male,Urban,116136,Technology,9,2,149,4325,Home & Kitchen,497,10,False
739,#740,45,Male,Rural,66403,Sports,8,6,47,2499,Books,396,12,False
740,#741,34,Male,Urban,111170,Fashion,20,1,117,1745,Books,55,33,False
741,#742,22,Male,Urban,29168,Food,26,5,128,157,Electronics,307,7,True
742,#743,48,Female,Rural,106497,Fashion,27,4,43,1229,Health & Beauty,423,17,True
743,#744,22,Female,Suburban,69879,Food,21,9,178,1453,Apparel,417,10,False
744,#745,55,Female,Suburban,79871,Travel,18,0,19,867,Electronics,325,31,True
745,#746,20,Male,Urban,129632,Travel,13,9,131,3995,Apparel,80,6,True
746,#747,40,Female,Rural,131623,Food,16,3,154,782,Electronics,31,17,True
747,#748,54,Male,Suburban,109388,Sports,9,1,154,3554,Health & Beauty,112,37,False
748,#749,54,Male,Urban,118646,Fashion,12,3,199,2108,Electronics,558,18,True
749,#750,27,Male,Rural,52174,Fashion,12,0,124,3242,Apparel,564,26,True
750,#751,27,Male,Suburban,119751,Travel,6,1,10,1890,Books,472,49,False
751,#752,36,Female,Suburban,112491,Food,19,7,21,1577,Apparel,74,16,False
752,#753,34,Female,Rural,26581,Fashion,28,5,112,985,Home & Kitchen,553,8,True
753,#754,38,Male,Rural,130155,Fashion,7,1,13,4006,Home & Kitchen,479,24,False
754,#755,31,Female,Rural,91853,Sports,25,5,179,4592,Home & Kitchen,589,13,True
755,#756,26,Male,Rural,84046,Technology,3,9,150,1638,Home & Kitchen,387,29,True
756,#757,63,Female,Urban,69678,Travel,16,8,107,2173,Health & Beauty,564,32,False
757,#758,18,Female,Rural,128392,Travel,18,6,115,412,Books,433,24,False
758,#759,62,Male,Suburban,131250,Technology,16,8,94,910,Books,412,16,True
759,#760,30,Female,Suburban,46649,Fashion,23,4,130,2335,Apparel,467,11,False
760,#761,21,Male,Urban,147795,Sports,7,6,141,2957,Electronics,599,32,False
761,#762,18,Female,Suburban,108668,Sports,4,6,91,2863,Apparel,248,6,True
762,#763,57,Male,Suburban,102325,Travel,27,2,28,2132,Apparel,581,35,True
763,#764,49,Male,Rural,34567,Sports,25,6,139,1607,Apparel,120,33,True
764,#765,51,Female,Suburban,100404,Technology,8,0,21,4645,Apparel,67,18,True
765,#766,45,Female,Urban,109906,Fashion,13,8,90,2670,Books,573,37,True
766,#767,48,Male,Rural,128069,Technology,13,9,83,1994,Electronics,327,13,True
767,#768,25,Female,Rural,116019,Food,17,5,107,2805,Apparel,470,10,False
768,#769,56,Female,Urban,81944,Travel,17,4,15,696,Books,493,37,False
769,#770,43,Male,Rural,138428,Sports,5,6,145,2247,Apparel,286,26,True
770,#771,51,Male,Rural,98002,Food,6,4,134,715,Home & Kitchen,312,46,False
771,#772,20,Female,Urban,48803,Sports,19,9,60,1047,Apparel,309,17,False
772,#773,29,Male,Rural,38230,Fashion,13,4,20,4751,Apparel,97,1,True
773,#774,18,Male,Urban,37862,Fashion,25,9,194,4473,Health & Beauty,113,25,False
774,#775,61,Male,Urban,63355,Fashion,28,6,136,3864,Home & Kitchen,456,34,False
775,#776,22,Female,Suburban,51259,Sports,26,9,149,2113,Electronics,463,39,True
776,#777,47,Female,Suburban,119075,Food,14,6,82,3797,Apparel,132,10,False
777,#778,47,Male,Rural,107445,Fashion,22,2,11,590,Electronics,121,20,False
778,#779,34,Female,Rural,50795,Food,4,2,17,4450,Home & Kitchen,197,7,True
779,#780,64,Male,Urban,134604,Sports,28,9,148,2528,Apparel,482,16,False
780,#781,40,Female,Rural,28770,Food,7,2,133,641,Health & Beauty,39,37,False
781,#782,32,Male,Urban,31093,Sports,8,5,62,1387,Books,566,29,False
782,#783,54,Male,Urban,66571,Sports,25,5,19,1733,Health & Beauty,512,12,True
783,#784,38,Female,Rural,20193,Travel,13,2,121,3026,Health & Beauty,474,17,True
784,#785,31,Male,Urban,120311,Sports,27,2,17,1452,Books,161,48,False
785,#786,19,Female,Suburban,37569,Sports,6,7,45,4476,Books,289,20,False
786,#787,28,Female,Rural,137082,Technology,6,7,115,1398,Books,200,26,True
787,#788,56,Male,Suburban,31190,Fashion,24,6,23,4968,Apparel,528,48,True
788,#789,55,Male,Rural,82824,Travel,28,9,191,4067,Electronics,503,19,False
789,#790,51,Female,Urban,62752,Travel,21,3,95,4523,Electronics,248,47,True
790,#791,55,Male,Rural,52327,Travel,3,3,158,2358,Books,383,12,False
791,#792,51,Male,Suburban,62070,Technology,28,2,59,4747,Health & Beauty,218,21,False
792,#793,35,Male,Urban,105925,Sports,3,4,176,2173,Home & Kitchen,87,42,True
793,#794,47,Male,Rural,60197,Fashion,13,2,29,801,Books,82,34,True
794,#795,32,Male,Rural,22261,Food,22,7,96,2019,Health & Beauty,62,7,False
795,#796,44,Female,Rural,138424,Sports,2,6,144,2560,Health & Beauty,500,45,False
796,#797,51,Female,Suburban,113905,Technology,16,2,146,4362,Apparel,42,35,True
797,#798,55,Male,Suburban,46512,Sports,22,8,138,4364,Apparel,12,15,False
798,#799,50,Male,Rural,26716,Sports,29,4,163,4424,Electronics,115,1,True
799,#800,41,Male,Urban,106795,Technology,6,8,175,466,Electronics,218,26,True
800,#801,32,Female,Urban,48933,Travel,8,6,47,627,Home & Kitchen,106,35,True
801,#802,47,Male,Suburban,127225,Travel,23,6,198,4986,Home & Kitchen,528,25,True
802,#803,59,Female,Urban,24378,Fashion,8,5,53,3818,Home & Kitchen,472,42,True
803,#804,34,Female,Suburban,60583,Fashion,25,1,95,3709,Home & Kitchen,387,15,False
804,#805,22,Female,Rural,132082,Travel,6,8,53,4035,Health & Beauty,226,22,True
805,#806,46,Male,Suburban,105371,Food,14,5,83,4719,Health & Beauty,481,6,True
806,#807,21,Female,Suburban,49033,Sports,3,7,128,2253,Electronics,408,15,True
807,#808,27,Male,Rural,44000,Food,10,0,199,2008,Apparel,457,24,True
808,#809,34,Female,Urban,131032,Sports,3,4,131,3112,Apparel,21,21,True
809,#810,27,Male,Suburban,95868,Travel,27,0,143,4328,Books,203,7,True
810,#811,34,Female,Suburban,62604,Fashion,12,9,154,3122,Health & Beauty,417,29,True
811,#812,37,Male,Rural,88336,Fashion,17,7,60,3583,Home & Kitchen,416,32,False
812,#813,41,Female,Urban,115074,Food,27,7,47,2820,Home & Kitchen,448,32,False
813,#814,22,Male,Suburban,115655,Fashion,29,0,161,1870,Books,512,5,False
814,#815,51,Male,Rural,93869,Travel,5,8,60,4213,Apparel,85,4,False
815,#816,23,Male,Suburban,25410,Food,20,1,19,1877,Home & Kitchen,167,22,True
816,#817,19,Male,Rural,103375,Sports,25,8,129,4312,Apparel,384,18,False
817,#818,30,Female,Urban,76044,Fashion,9,0,158,897,Books,468,35,True
818,#819,60,Female,Urban,83315,Technology,21,9,79,3315,Apparel,72,17,False
819,#820,60,Male,Urban,116055,Fashion,26,8,94,3888,Apparel,521,24,False
820,#821,28,Female,Urban,91344,Sports,20,3,66,3076,Apparel,473,2,True
821,#822,64,Male,Suburban,26796,Food,7,8,135,3837,Home & Kitchen,258,13,True
822,#823,40,Male,Suburban,106716,Sports,22,6,48,1811,Electronics,275,15,False
823,#824,33,Female,Urban,74245,Technology,4,5,42,852,Health & Beauty,20,5,False
824,#825,48,Male,Urban,63056,Travel,13,4,196,2569,Apparel,490,3,False
825,#826,28,Male,Urban,37709,Fashion,13,8,27,4069,Apparel,490,37,False
826,#827,33,Female,Suburban,139664,Food,10,1,193,1492,Apparel,326,37,True
827,#828,25,Male,Urban,78557,Travel,18,1,66,2705,Electronics,529,37,False
828,#829,21,Male,Urban,37543,Sports,17,8,105,777,Books,89,3,False
829,#830,57,Male,Urban,57418,Food,20,2,57,205,Home & Kitchen,486,35,False
830,#831,21,Male,Rural,114611,Travel,20,7,51,3387,Electronics,350,23,False
831,#832,42,Female,Urban,123291,Food,13,8,36,4853,Apparel,84,28,False
832,#833,20,Female,Rural,133504,Technology,17,7,83,2046,Electronics,387,30,True
833,#834,49,Female,Rural,123001,Technology,22,3,119,1195,Electronics,87,18,True
834,#835,20,Male,Urban,116038,Fashion,4,0,189,1882,Electronics,307,36,True
835,#836,44,Male,Rural,36724,Fashion,1,3,179,4641,Books,154,33,True
836,#837,46,Female,Urban,23828,Technology,1,8,41,3357,Health & Beauty,440,26,True
837,#838,49,Male,Suburban,136656,Food,15,1,35,2097,Home & Kitchen,264,48,False
838,#839,36,Male,Suburban,37087,Technology,13,2,34,4969,Books,421,40,True
839,#840,38,Male,Suburban,32605,Fashion,17,9,84,1661,Books,493,17,True
840,#841,22,Male,Suburban,51337,Technology,24,7,32,4106,Health & Beauty,411,40,False
841,#842,35,Female,Rural,25482,Technology,26,5,66,1775,Books,173,7,True
842,#843,45,Female,Urban,85333,Food,8,7,189,1222,Electronics,4,8,True
843,#844,59,Female,Urban,112541,Travel,18,6,135,4081,Electronics,472,31,True
844,#845,39,Male,Urban,108296,Fashion,27,4,96,1401,Apparel,110,12,True
845,#846,38,Female,Suburban,70952,Food,13,8,40,1043,Books,37,48,False
846,#847,23,Female,Suburban,25463,Technology,23,3,73,4650,Apparel,583,31,False
847,#848,18,Male,Urban,132164,Technology,14,5,42,1045,Home & Kitchen,31,44,True
848,#849,22,Male,Suburban,90448,Travel,8,1,11,700,Electronics,381,19,False
849,#850,58,Female,Urban,24648,Fashion,8,1,27,2800,Home & Kitchen,268,10,True
850,#851,29,Female,Urban,53623,Fashion,27,1,184,4920,Health & Beauty,11,39,False
851,#852,43,Female,Urban,79156,Sports,26,9,170,1517,Electronics,344,12,False
852,#853,63,Female,Urban,55634,Fashion,15,6,93,1624,Home & Kitchen,544,20,False
853,#854,51,Male,Urban,64602,Travel,27,1,44,3866,Health & Beauty,569,37,False
854,#855,31,Female,Urban,134598,Sports,13,1,188,350,Home & Kitchen,166,48,False
855,#856,43,Female,Urban,69334,Sports,7,8,123,1644,Health & Beauty,342,41,False
856,#857,62,Male,Suburban,88648,Technology,5,6,155,178,Health & Beauty,482,7,False
857,#858,44,Female,Urban,42054,Technology,17,2,119,3223,Electronics,19,14,False
858,#859,26,Male,Urban,90028,Fashion,28,2,97,997,Apparel,184,11,False
859,#860,43,Male,Suburban,42207,Sports,25,6,81,4976,Health & Beauty,545,7,False
860,#861,64,Male,Suburban,100650,Technology,29,4,134,325,Health & Beauty,10,29,False
861,#862,39,Female,Suburban,119821,Travel,16,9,39,1309,Electronics,592,10,True
862,#863,64,Female,Urban,101554,Technology,23,5,181,4998,Apparel,192,29,False
863,#864,47,Male,Rural,41386,Technology,2,7,62,4937,Books,320,9,True
864,#865,60,Female,Rural,103276,Sports,22,8,147,2278,Books,580,36,False
865,#866,34,Female,Suburban,79518,Sports,18,0,96,2779,Apparel,475,48,True
866,#867,43,Male,Rural,72781,Food,17,2,189,2985,Home & Kitchen,427,10,True
867,#868,53,Male,Suburban,72780,Travel,7,6,186,2906,Electronics,59,19,True
868,#869,18,Female,Urban,81440,Sports,13,5,148,803,Apparel,436,31,False
869,#870,25,Male,Rural,64199,Fashion,18,6,195,2644,Books,97,17,False
870,#871,52,Female,Urban,81035,Travel,29,7,173,2470,Health & Beauty,496,9,False
871,#872,32,Female,Rural,28210,Travel,14,5,170,3381,Books,278,45,False
872,#873,64,Female,Urban,64363,Sports,18,2,184,4810,Health & Beauty,265,33,True
873,#874,39,Female,Rural,131175,Travel,13,1,22,428,Electronics,9,34,False
874,#875,31,Male,Urban,98279,Sports,11,6,49,4328,Health & Beauty,457,45,False
875,#876,43,Male,Urban,80348,Technology,21,0,98,220,Apparel,273,24,False
876,#877,45,Male,Rural,75284,Food,21,2,77,1064,Health & Beauty,8,9,False
877,#878,40,Male,Urban,127628,Technology,16,3,51,4324,Home & Kitchen,208,7,False
878,#879,31,Female,Urban,129835,Sports,23,0,156,3775,Apparel,123,16,False
879,#880,41,Female,Urban,92124,Sports,17,4,103,2176,Electronics,33,19,False
880,#881,19,Male,Rural,88847,Technology,8,9,28,432,Apparel,513,39,False
881,#882,62,Female,Rural,42432,Fashion,19,2,195,3468,Home & Kitchen,204,6,True
882,#883,43,Female,Urban,146252,Fashion,20,1,32,1416,Electronics,518,11,True
883,#884,31,Female,Urban,84089,Fashion,15,2,63,1296,Books,517,12,False
884,#885,24,Male,Rural,75398,Sports,9,7,74,3270,Home & Kitchen,443,42,False
885,#886,20,Male,Rural,119291,Travel,20,5,149,1529,Electronics,592,13,False
886,#887,64,Male,Urban,23321,Sports,10,6,33,455,Health & Beauty,339,12,False
887,#888,40,Female,Urban,101348,Travel,12,5,43,4334,Apparel,438,21,True
888,#889,63,Male,Urban,57383,Technology,21,5,62,1626,Electronics,445,10,True
889,#890,60,Male,Suburban,133816,Food,23,2,145,3997,Apparel,136,20,False
890,#891,64,Male,Rural,98682,Travel,20,7,27,128,Health & Beauty,387,36,True
891,#892,62,Male,Suburban,143053,Fashion,1,6,66,1113,Electronics,25,28,True
892,#893,35,Male,Rural,99190,Sports,25,6,121,2802,Books,506,24,False
893,#894,55,Male,Rural,72893,Technology,20,5,14,927,Home & Kitchen,325,5,False
894,#895,52,Female,Rural,55820,Fashion,9,4,163,4546,Electronics,338,37,False
895,#896,32,Female,Rural,141262,Technology,22,9,167,2124,Health & Beauty,95,12,True
896,#897,42,Male,Rural,86262,Food,15,7,191,398,Electronics,545,35,True
897,#898,54,Male,Rural,23760,Sports,1,4,22,1965,Apparel,146,40,False
898,#899,45,Female,Rural,42190,Sports,12,8,92,4116,Electronics,231,2,False
899,#900,27,Female,Suburban,87411,Food,3,8,38,2211,Books,495,41,True
900,#901,56,Male,Urban,43377,Sports,11,0,12,854,Electronics,38,45,True
901,#902,34,Male,Urban,66737,Travel,2,5,99,869,Home & Kitchen,425,39,False
902,#903,56,Male,Suburban,89569,Technology,16,6,113,3835,Electronics,437,42,True
903,#904,39,Male,Suburban,58211,Fashion,9,2,132,1338,Apparel,368,9,False
904,#905,43,Female,Suburban,102909,Food,15,6,195,2313,Electronics,345,22,False
905,#906,61,Male,Suburban,23744,Travel,12,6,85,2006,Books,160,47,True
906,#907,42,Male,Rural,145566,Fashion,1,1,139,1664,Health & Beauty,550,5,True
907,#908,34,Male,Urban,44995,Fashion,13,6,117,1318,Electronics,541,12,True
908,#909,30,Male,Rural,36977,Food,14,0,165,4701,Electronics,144,1,False
909,#910,37,Female,Urban,149508,Travel,25,4,91,1457,Home & Kitchen,588,44,False
910,#911,42,Female,Urban,117938,Fashion,25,8,86,3939,Books,576,22,False
911,#912,21,Female,Suburban,54542,Fashion,8,6,11,1560,Health & Beauty,345,38,False
912,#913,27,Male,Rural,30651,Travel,8,6,136,4085,Apparel,269,19,False
913,#914,20,Male,Suburban,119239,Sports,27,1,144,1516,Electronics,268,16,False
914,#915,58,Female,Rural,98931,Fashion,12,7,35,2953,Health & Beauty,169,31,True
915,#916,62,Male,Urban,115344,Technology,1,2,97,4956,Apparel,33,3,False
916,#917,35,Male,Suburban,122112,Travel,11,7,25,1528,Books,377,23,False
917,#918,64,Female,Suburban,36715,Fashion,8,2,160,4478,Books,214,42,False
918,#919,53,Female,Urban,64409,Food,10,9,177,4574,Health & Beauty,562,18,False
919,#920,64,Female,Urban,44306,Technology,19,6,197,4393,Apparel,440,26,True
920,#921,39,Female,Urban,39086,Fashion,11,1,82,3162,Books,492,13,False
921,#922,51,Male,Suburban,34376,Technology,7,3,41,3171,Health & Beauty,393,18,True
922,#923,64,Male,Rural,81350,Technology,11,5,24,655,Books,489,3,True
923,#924,25,Female,Suburban,91425,Sports,17,8,150,455,Books,29,23,False
924,#925,57,Male,Rural,123358,Technology,1,4,14,1663,Books,39,3,False
925,#926,61,Female,Suburban,56636,Sports,26,8,83,3600,Home & Kitchen,173,25,True
926,#927,36,Female,Suburban,106120,Travel,29,4,61,1140,Apparel,17,27,True
927,#928,59,Male,Urban,134889,Sports,21,9,86,2786,Health & Beauty,56,44,False
928,#929,58,Female,Rural,71649,Food,21,7,178,4574,Health & Beauty,226,27,True
929,#930,54,Male,Suburban,54610,Fashion,8,0,190,4875,Apparel,558,39,False
930,#931,23,Male,Suburban,30058,Travel,23,6,119,2653,Apparel,67,25,False
931,#932,43,Male,Urban,144876,Travel,24,3,187,1879,Apparel,197,24,True
932,#933,51,Male,Urban,148265,Food,6,4,152,175,Apparel,23,8,False
933,#934,62,Female,Rural,94637,Sports,22,5,115,4426,Electronics,237,9,False
934,#935,23,Male,Suburban,98033,Fashion,18,4,136,3419,Health & Beauty,566,46,False
935,#936,54,Female,Rural,90194,Sports,6,0,16,2449,Electronics,138,37,True
936,#937,50,Female,Suburban,96917,Technology,5,8,49,2873,Books,473,30,True
937,#938,39,Female,Rural,84200,Sports,13,1,165,2362,Books,553,19,True
938,#939,38,Female,Urban,125848,Travel,19,8,169,3329,Health & Beauty,229,16,False
939,#940,23,Male,Suburban,126022,Fashion,22,9,108,2216,Books,317,24,True
940,#941,23,Male,Rural,66619,Sports,8,1,152,492,Apparel,598,44,True
941,#942,21,Female,Urban,37154,Fashion,9,8,94,1208,Electronics,561,21,True
942,#943,47,Female,Urban,39539,Fashion,17,5,74,4462,Apparel,201,36,False
943,#944,28,Male,Rural,145381,Technology,3,8,141,710,Books,258,40,False
944,#945,47,Female,Suburban,80058,Technology,19,5,20,2875,Electronics,480,39,True
945,#946,48,Male,Suburban,82068,Travel,11,5,117,4098,Apparel,178,47,True
946,#947,41,Female,Urban,97313,Food,24,1,35,772,Health & Beauty,123,6,True
947,#948,26,Male,Suburban,119932,Fashion,17,7,198,3777,Apparel,342,5,False
948,#949,20,Female,Suburban,50373,Food,21,2,174,130,Books,171,14,True
949,#950,48,Female,Suburban,53154,Travel,19,6,160,1500,Electronics,59,45,False
950,#951,57,Male,Urban,26031,Fashion,2,4,94,4171,Health & Beauty,465,42,False
951,#952,54,Female,Rural,113533,Fashion,8,2,177,716,Electronics,260,4,False
952,#953,53,Female,Suburban,91975,Food,19,0,160,4734,Health & Beauty,373,8,True
953,#954,41,Male,Urban,42785,Sports,7,7,132,2886,Electronics,95,24,True
954,#955,48,Female,Urban,98928,Technology,28,2,153,970,Books,125,11,False
955,#956,23,Male,Rural,138696,Sports,27,1,198,4296,Health & Beauty,41,17,False
956,#957,19,Male,Suburban,48669,Food,17,0,77,3704,Home & Kitchen,254,21,False
957,#958,37,Female,Suburban,114475,Technology,6,3,113,1512,Electronics,7,26,False
958,#959,45,Female,Rural,137154,Sports,19,7,89,2839,Electronics,471,43,True
959,#960,28,Female,Rural,22282,Technology,24,2,168,1040,Apparel,511,48,True
960,#961,21,Female,Urban,54624,Fashion,6,0,62,440,Health & Beauty,581,44,False
961,#962,32,Female,Urban,68438,Sports,28,3,115,3008,Home & Kitchen,69,45,False
962,#963,23,Female,Rural,109900,Technology,2,8,162,4233,Books,81,27,False
963,#964,47,Female,Suburban,87534,Technology,6,0,53,759,Apparel,542,16,True
964,#965,55,Male,Urban,51705,Technology,23,1,149,2133,Home & Kitchen,585,26,False
965,#966,19,Female,Urban,58244,Sports,5,8,99,1660,Health & Beauty,262,33,True
966,#967,32,Male,Suburban,94964,Travel,19,1,110,3557,Home & Kitchen,89,31,False
967,#968,28,Female,Urban,57437,Sports,20,2,106,1756,Electronics,208,48,True
968,#969,25,Female,Suburban,97872,Food,4,6,18,3075,Electronics,213,47,True
969,#970,43,Male,Suburban,94878,Sports,22,2,21,1149,Apparel,266,6,False
970,#971,62,Female,Suburban,139006,Technology,26,8,78,553,Health & Beauty,293,44,True
971,#972,61,Female,Rural,125368,Fashion,17,5,191,1804,Health & Beauty,207,8,True
972,#973,22,Male,Rural,92982,Sports,11,2,191,2884,Home & Kitchen,333,7,True
973,#974,23,Female,Rural,70583,Sports,4,8,37,918,Apparel,77,34,True
974,#975,43,Female,Suburban,58392,Technology,26,0,65,4968,Health & Beauty,288,44,False
975,#976,21,Female,Suburban,27461,Fashion,13,9,108,112,Electronics,47,14,False
976,#977,36,Male,Rural,120123,Fashion,20,2,119,4079,Home & Kitchen,200,16,False
977,#978,37,Female,Urban,30516,Food,26,0,86,1020,Books,427,43,False
978,#979,50,Female,Suburban,99285,Sports,17,1,112,2518,Electronics,210,9,False
979,#980,37,Female,Urban,37514,Fashion,9,7,115,1414,Apparel,420,10,True
980,#981,29,Female,Urban,148657,Fashion,4,6,118,3777,Health & Beauty,154,17,True
981,#982,64,Male,Suburban,141251,Travel,23,1,121,2117,Electronics,522,12,True
982,#983,18,Male,Suburban,120962,Travel,28,1,67,1328,Books,415,6,True
983,#984,43,Female,Urban,56268,Fashion,14,8,87,4892,Books,353,19,False
984,#985,31,Female,Urban,110486,Food,19,5,84,2534,Apparel,157,43,False
985,#986,55,Male,Rural,120424,Fashion,26,4,51,2968,Electronics,261,41,True
